id,userid,course,timeenrolled,timecompleted
1642,269,6,1764812393,1766799593.0
1643,270,6,1757504523,1757850123.0
1644,271,6,1770424686,
1645,272,6,1756339168,
1646,273,6,1762495957,
1647,274,6,1775648933,1775994533.0
1648,275,6,1780434893,1780780493.0
1649,276,6,1769584144,
1650,277,6,1769216753,1770944753.0
1651,278,6,1779205915,
1652,279,6,1773415292,1775143292.0
1653,280,6,1780182246,
1654,1,7,1780214868,
1655,2,7,1776369109,
1656,3,7,1750823313,1751773713.0
1657,4,7,1775922678,1777132278.0
1658,5,7,1755446435,
1659,6,7,1770673954,
1660,7,7,1777239420,
1661,8,7,1772374387,
1662,9,7,1769480079,
1663,10,7,1763138068,
1664,12,7,1766124999,
1665,13,7,1770553894,
1666,14,7,1760579895,
1667,15,7,1761862269,1764025869.0
1668,16,7,1768033357,1770020557.0
1669,17,7,1776399623,
1670,18,7,1774514897,
1671,19,7,1764026158,
1672,21,7,1755962008,1756826008.0
1673,22,7,1779094860,1780909260.0
1674,23,7,1759046685,1760861085.0
1675,24,7,1780173434,
1676,25,7,1758383561,
1677,26,7,1746598774,1747549174.0
1678,27,7,1772804318,1773146318.0
1679,28,7,1777745067,
1680,29,7,1780237525,1781965525.0
1681,30,7,1762085136,
1682,31,7,1773737830,
1683,32,7,1758678324,1759023924.0
1684,33,7,1777313799,1778523399.0
1685,34,7,1768003624,1769126824.0
1686,35,7,1753911259,1754602459.0
1687,36,7,1761103417,1762662217.0
1688,37,7,1770803963,
1689,38,7,1755633022,
1690,39,7,1774641373,
1691,40,7,1757983343,1759020143.0
1692,41,7,1771466366,
1693,42,7,1765741868,
1694,43,7,1774289114,
1695,44,7,1758186547,1759741747.0
1696,45,7,1769694587,
1697,46,7,1758517943,1759381943.0
1698,47,7,1749895880,1751883080.0
1699,48,7,1777743899,
1700,49,7,1762123590,1762555590.0
1701,50,7,1750733298,
1702,51,7,1775636531,
1703,52,7,1761498752,1763403152.0
1704,54,7,1746537751,1748697751.0
1705,55,7,1779893457,1780930257.0
1706,56,7,1755245387,1756973387.0
1707,57,7,1778398264,1779780664.0
1708,58,7,1762397947,
1709,59,7,1768589184,1769971584.0
1710,60,7,1751912911,1752690511.0
1711,61,7,1780324687,
1712,62,7,1755819185,
1713,63,7,1768745065,1769004265.0
1714,64,7,1755016818,1756744818.0
1715,65,7,1759140829,
1716,66,7,1777203518,
1717,67,7,1777513956,
1718,68,7,1759972657,1761787057.0
1719,69,7,1756888427,
1720,72,7,1780158380,
1721,73,7,1754465200,
1722,74,7,1768775532,
1723,75,7,1770412607,
1724,76,7,1766060474,1766578874.0
1725,77,7,1762708467,
1726,78,7,1753568429,1755123629.0
1727,79,7,1772049604,
1728,80,7,1769607349,
1729,81,7,1746830140,
1730,82,7,1772188970,
1731,83,7,1774733953,1775857153.0
1732,84,7,1780187537,1780533137.0
1733,85,7,1780020791,
1734,86,7,1751002833,1752644433.0
1735,88,7,1748919789,
1736,89,7,1759522015,
1737,90,7,1771331616,1772454816.0
1738,91,7,1751621291,1753694891.0
1739,92,7,1757154712,
1740,93,7,1776428957,1777033757.0
1741,94,7,1751171052,
1742,95,7,1772781405,
1743,96,7,1772092023,1772956023.0
1744,97,7,1751035806,
1745,98,7,1780230281,
1746,99,7,1751365404,
1747,100,7,1775034412,
1748,101,7,1764539392,
1749,102,7,1768589966,1768849166.0
1750,103,7,1769444006,1770912806.0
1751,104,7,1771048723,
1752,105,7,1772600798,
1753,107,7,1769182123,1771342123.0
1754,108,7,1773557355,1774162155.0
1755,109,7,1769830891,
1756,110,7,1778594618,1780149818.0
1757,112,7,1767769065,
1758,113,7,1749926112,1750444512.0
1759,115,7,1772067842,1772586242.0
1760,116,7,1766537500,1767315100.0
1761,117,7,1778979849,1779930249.0
1762,118,7,1779222102,1780863702.0
1763,119,7,1777627109,
1764,121,7,1751262762,
1765,122,7,1755919292,
1766,123,7,1749375482,1751103482.0
1767,124,7,1768473188,
1768,125,7,1766891787,
1769,126,7,1767149345,
1770,127,7,1774530826,
1771,128,7,1769963653,
1772,129,7,1775305145,1776946745.0
1773,130,7,1769937181,
1774,131,7,1756757363,1757362163.0
1775,132,7,1764098675,1764444275.0
1776,133,7,1764327867,1765796667.0
1777,134,7,1771911580,
1778,135,7,1766596341,
1779,136,7,1748367705,
1780,137,7,1778670647,1780225847.0
1781,138,7,1778930862,1781004462.0
1782,139,7,1763322411,1765396011.0
1783,140,7,1750343033,1752503033.0
1784,141,7,1763481825,
1785,142,7,1766685404,1767463004.0
1786,143,7,1769184175,
1787,144,7,1779712695,
1788,145,7,1780024593,1782184593.0
1789,146,7,1779488063,
1790,147,7,1752946218,
1791,148,7,1779724408,
1792,149,7,1768875808,
1793,150,7,1758922453,1760391253.0
1794,151,7,1769707833,
1795,152,7,1772416911,1772935311.0
1796,153,7,1778923441,
1797,155,7,1772676367,
1798,156,7,1751669225,1753570025.0
1799,158,7,1748807881,
1800,159,7,1755417353,1757490953.0
1801,160,7,1758817711,
1802,161,7,1748568032,
1803,163,7,1773315299,
1804,164,7,1763720464,1765189264.0
1805,165,7,1767861643,
1806,167,7,1763531617,
1807,168,7,1760620876,
1808,169,7,1770348520,1772508520.0
1809,170,7,1749313652,
1810,171,7,1769822747,
1811,172,7,1774200202,
1812,173,7,1755936272,1756281872.0
1813,174,7,1757037750,
1814,175,7,1764259862,1765296662.0
1815,178,7,1753414411,1755228811.0
1816,179,7,1773952641,1774471041.0
1817,180,7,1764731635,1765077235.0
1818,181,7,1759782166,
1819,182,7,1769193479,
1820,184,7,1774851313,1775110513.0
1821,186,7,1779781080,1781422680.0
1822,187,7,1748759750,
1823,188,7,1770242079,
1824,189,7,1771304282,1773115082.0
1825,190,7,1777909825,
1826,191,7,1756376509,
1827,192,7,1763499088,
1828,193,7,1761267777,1762653777.0
1829,194,7,1772539182,
1830,196,7,1767191426,1768141826.0
1831,197,7,1770388129,1771252129.0
1832,198,7,1775426204,
1833,199,7,1773053238,
1834,200,7,1775600872,
1835,201,7,1770555306,1771764906.0
1836,202,7,1770389540,1771426340.0
1837,203,7,1752077769,1753373769.0
1838,204,7,1778874655,
1839,205,7,1764277151,
1840,206,7,1773101283,
1841,207,7,1770992137,
1842,208,7,1752184060,
1843,209,7,1750824754,1752811954.0
1844,210,7,1774702179,
1845,211,7,1755640751,
1846,212,7,1776613190,
1847,213,7,1772712469,1773313669.0
1848,214,7,1747511597,
1849,215,7,1777970117,
1850,216,7,1755749955,
1851,217,7,1748683586,1749720386.0
1852,218,7,1770705478,
1853,219,7,1766098722,1766876322.0
1854,220,7,1749131728,1750686928.0
1855,221,7,1779811007,
1856,223,7,1758742878,1759693278.0
1857,224,7,1773595842,
1858,225,7,1765767131,1767322331.0
1859,227,7,1759983084,1761019884.0
1860,228,7,1755177317,1756386917.0
1861,229,7,1750008956,1750613756.0
1862,230,7,1768509057,
1863,231,7,1772186225,
1864,232,7,1754270317,
1865,233,7,1763795650,
1866,234,7,1771635921,
1867,235,7,1775815709,1777630109.0
1868,236,7,1754818593,
1869,237,7,1764773598,1765291998.0
1870,238,7,1759518944,1760469344.0
1871,240,7,1751610954,
1872,241,7,1779369662,
1873,242,7,1780371493,1781321893.0
1874,243,7,1765291034,1767451034.0
1875,244,7,1777607555,
1876,245,7,1771667856,1773737856.0
1877,247,7,1762212996,
1878,248,7,1760605852,1762596652.0
1879,249,7,1769932595,
1880,250,7,1770975920,
1881,251,7,1755725418,1757021418.0
1882,252,7,1750354529,1751218529.0
1883,253,7,1759173575,1760642375.0
1884,254,7,1763565300,
1885,255,7,1777140387,1777572387.0
1886,256,7,1756787847,
1887,257,7,1773826258,
1888,258,7,1779838904,
1889,259,7,1780406519,
1890,260,7,1748855210,
1891,261,7,1765961819,
1892,262,7,1768939984,
1893,263,7,1775201732,1775547332.0
1894,264,7,1757628368,1759615568.0
1895,265,7,1765298728,
1896,266,7,1773698794,1774389994.0
1897,267,7,1753328629,
1898,268,7,1780130816,1782031616.0
1899,269,7,1756834101,1758389301.0
1900,270,7,1767662898,1769477298.0
1901,271,7,1762271123,1763653523.0
1902,272,7,1766609384,1768423784.0
1903,273,7,1768041886,
1904,274,7,1772752637,
1905,275,7,1778523565,
1906,276,7,1777089532,
1907,277,7,1777490015,1778872415.0
1908,278,7,1754838132,
1909,279,7,1747761549,
1910,51,8,1760437658,
1911,52,8,1754426284,
1912,53,8,1758277685,1759055285.0
1913,54,8,1775022703,
1914,55,8,1778783003,
1915,56,8,1778920194,
1916,57,8,1773826926,
1917,58,8,1773334243,
1918,59,8,1775342968,1775947768.0
1919,60,8,1771211132,1772679932.0
1920,61,8,1778534529,
1921,62,8,1764508356,1765113156.0
1922,63,8,1754601828,1755379428.0
1923,64,8,1763225338,
1924,65,8,1748548549,1748894149.0
1925,66,8,1780366751,
1926,67,8,1779448557,
1927,68,8,1749673538,
1928,69,8,1777796856,
1929,71,8,1776982375,1778278375.0
1930,72,8,1779972086,
1931,74,8,1770315796,1771870996.0
1932,75,8,1759162839,1760286039.0
1933,76,8,1780102856,1781226056.0
1934,77,8,1749397678,
1935,78,8,1752416969,
1936,79,8,1771040685,1771991085.0
1937,80,8,1774356803,1775480003.0
1938,81,8,1749055684,
1939,82,8,1768711408,
1940,83,8,1762752855,
1941,84,8,1779616734,1780394334.0
1942,85,8,1779876513,1780826913.0
1943,86,8,1755376799,1756931999.0
1944,87,8,1772424680,
1945,88,8,1773706695,
1946,89,8,1770311678,
1947,90,8,1771487453,1772524253.0
1948,91,8,1758551829,
1949,92,8,1755749116,
1950,93,8,1749050826,
1951,94,8,1753397947,
1952,95,8,1772997716,1773429716.0
1953,136,8,1766372278,1767495478.0
1954,137,8,1765587204,
1955,138,8,1752096185,
1956,139,8,1762343394,
1957,140,8,1760318015,1762481615.0
1958,141,8,1764715825,
1959,142,8,1779269164,1779614764.0
1960,143,8,1761506516,1763324516.0
1961,144,8,1756983450,
1962,145,8,1755513197,
1963,146,8,1767394811,
1964,147,8,1753758994,1754709394.0
1965,148,8,1778788258,
1966,149,8,1775804940,
1967,150,8,1770181031,
1968,151,8,1747884206,
1969,152,8,1774898792,1776453992.0
1970,153,8,1757645099,
1971,154,8,1749611952,
1972,155,8,1754943118,1756152718.0
1973,156,8,1761599963,
1974,157,8,1763953025,
1975,158,8,1769512297,
1976,159,8,1755348815,
1977,160,8,1780259754,1780605354.0
1978,161,8,1747570198,
1979,162,8,1777485290,
1980,163,8,1761869381,
1981,164,8,1771919553,1773384753.0
1982,165,8,1754998595,
1983,166,8,1762207170,1763243970.0
1984,167,8,1773811275,1774156875.0
1985,168,8,1751261500,
1986,169,8,1746920799,1748389599.0
1987,170,8,1774710258,1775660658.0
1988,171,8,1780069353,1782142953.0
1989,172,8,1766278527,
1990,174,8,1774482795,
1991,175,8,1759642421,
1992,176,8,1767920279,1768870679.0
1993,177,8,1768408808,
1994,178,8,1766291321,1768192121.0
1995,179,8,1755303107,1755562307.0
1996,180,8,1774111790,1775666990.0
1997,181,8,1747255029,
1998,182,8,1751613827,
1999,183,8,1777807909,
2000,184,8,1761571599,
2001,185,8,1767752562,
2002,186,8,1780264968,1780869768.0
2003,187,8,1774675754,1775453354.0
2004,188,8,1757772642,
2005,189,8,1747964562,1749951762.0
2006,190,8,1771485582,1772954382.0
2007,226,9,1775869313,1782867713.0
2008,227,9,1766667448,1767790648.0
2009,228,9,1774415292,1799820492.0
2010,229,9,1759927059,1764682659.0
2011,230,9,1753217862,
2012,231,9,1771003440,1797614640.0
2013,232,9,1752382503,1770270903.0
2014,233,9,1753805528,1784045528.0
2015,234,9,1772958974,1775892974.0
2016,235,9,1756017317,1759041317.0
2017,236,9,1776511631,
2018,237,9,1751778236,1780549436.0
2019,238,9,1767542663,1780499063.0
2020,239,9,1754860471,1777497271.0
2021,240,9,1756535154,1783405554.0
2022,241,9,1771074883,1784290483.0
2023,242,9,1780159436,1810140236.0
2024,243,9,1748585356,1755929356.0
2025,244,9,1756512468,1786234068.0
2026,245,9,1751174676,1773120276.0
2027,246,9,1753287429,
2028,247,9,1776842367,1779175167.0
2029,248,9,1766584883,1796738483.0
2030,249,9,1773802310,
2031,250,9,1773752577,1793019777.0
2032,251,9,1773503963,1795280363.0
2033,252,9,1780123930,1782370330.0
2034,253,9,1773064906,
2035,254,9,1758708523,
2036,255,9,1765007611,1767426811.0
